Heat: 750.0000 | Time: 2.8330 | MPISize: 1
         3002677 function calls (2769372 primitive calls) in 7.151 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
       39    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
      176    0.000    0.000    0.000    0.000 compiler_machinery.py:39(name)
        1    0.000    0.000    0.000    0.000 ir_print.py:1(<module>)
        1    0.000    0.000    0.000    0.000 initfini.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 caching.py:727(make_library_cache)
       73    0.000    0.000    0.000    0.000 array_analysis.py:444(<listcomp>)
       33    0.000    0.000    0.000    0.000 ir.py:143(count_spaces)
      114    0.000    0.000    0.000    0.000 models.py:128(<genexpr>)
        4    0.000    0.000    0.000    0.000 context.py:61(register)
        3    0.000    0.000    0.000    0.000 iterators.py:7(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        3    0.000    0.000    0.000    0.000 instructions.py:533(descr)
        3    0.000    0.000    0.000    0.000 random.py:88(__init__)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:593(_module_repr_from_spec)
        1    0.000    0.000    0.000    0.000 _index.py:2(<module>)
        2    0.000    0.000    0.000    0.000 arraydecl.py:244(resolve_shape)
        1    0.000    0.000    0.000    0.000 parfor.py:3308(_combine_params_races_for_ssa_names)
        2    0.000    0.000    0.000    0.000 interpreter.py:1210(op_RETURN_VALUE)
        2    0.000    0.000    0.000    0.000 environment.py:17(from_fndesc)
      324    0.000    0.000    0.000    0.000 debuginfo.py:55(mark_location)
      235    0.000    0.000    0.000    0.000 templates.py:50(recvr)
        1    0.000    0.000    0.000    0.000 containers.py:612(ListType)
       42    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
       16    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:505(typer)
       14    0.000    0.000    0.000    0.000 typeinfer.py:233(<listcomp>)
        2    0.000    0.000    0.000    0.000 base.py:807(get_struct_type)
        2    0.000    0.000    0.000    0.000 byteflow.py:169(get_used_phis_per_state)
        1    0.000    0.000    0.000    0.000 static_raise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 removerefctpass.py:4(<module>)
       55    0.000    0.000    0.000    0.000 core.py:97(void)
        2    0.000    0.000    0.000    0.000 ir_utils.py:2013(warn_deprecated)
      289    0.000    0.000    0.000    0.000 cgutils.py:234(_cast_member_from_value)
       10    0.000    0.000    0.000    0.000 typing.py:849(__init_subclass__)
       16    0.000    0.000    0.000    0.000 module.py:230(_dispose)
      351    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
        1    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        8    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
      173    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 builtins.py:298(<listcomp>)
       25    0.000    0.000    0.000    0.000 models.py:214(__init__)
        1    0.000    0.000    0.000    0.000 cpu_options.py:3(<module>)
      309    0.000    0.000    0.000    0.000 instructions.py:327(<genexpr>)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        2    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
      132    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 __init__.py:244(<listcomp>)
       92    0.000    0.000    0.000    0.000 byteflow.py:1188(pop)
        2    0.000    0.000    0.000    0.000 interpreter.py:1372(op_CALL_METHOD)
       44    0.000    0.000    0.000    0.000 dispatcher.py:244(_make_finalizer)
      125    0.000    0.000    0.000    0.000 ir.py:265(get)
        1    0.000    0.000    0.000    0.000 targets.py:180(from_default_triple)
        1    0.000    0.000    0.000    0.000 __init__.py:1578(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        5    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       23    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        1    0.000    0.000    0.000    0.000 codegen.py:304(get_function)
        4    0.000    0.000    0.000    0.000 codegen.py:574(_proxy)
       46    0.000    0.000    0.000    0.000 registry.py:49(typing_context)
      220    0.000    0.000    0.000    0.000 analysis.py:141(<genexpr>)
        1    0.000    0.000    0.000    0.000 context.py:559(install_possible_conversions)
        5    0.000    0.000    0.000    0.000 module.py:117(functions)
       41    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
      488    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        2    0.000    0.000    0.000    0.000 random.py:97(seed)
      104    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
      609    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       22    0.000    0.000    0.000    0.000 array_analysis.py:348(__init__)
        6    0.000    0.000    0.000    0.000 parfor.py:3313(unversion)
        4    0.000    0.000    0.000    0.000 parfor.py:3358(_find_parfors)
        3    0.000    0.000    0.000    0.000 typeinfer.py:994(_get_return_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:611(get_platform)
       15    0.000    0.000    0.000    0.000 inspect.py:2617(args)
        6    0.000    0.000    0.000    0.000 __init__.py:501(string_at)
       32    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
      202    0.000    0.000    0.000    0.000 array_analysis.py:284(<genexpr>)
      104    0.000    0.000    0.000    0.000 parfor.py:4059(<setcomp>)
       20    0.000    0.000    0.000    0.000 builtins.py:607(generic)
        2    0.000    0.000    0.000    0.000 base.py:397(insert_user_function)
       50    0.000    0.000    0.000    0.000 compiler_lock.py:13(release)
        2    0.000    0.000    0.000    0.000 byteflow.py:215(apply_changes)
        2    0.000    0.000    0.000    0.000 controlflow.py:717(__ne__)
       88    0.000    0.000    0.000    0.000 itanium_mangler.py:106(_fix_lead_digit)
       41    0.000    0.000    0.000    0.000 ir.py:926(__init__)
      263    0.000    0.000    0.000    0.000 errors.py:170(errmsg)
      280    0.000    0.000    0.000    0.000 values.py:789(function)
       10    0.000    0.000    0.000    0.000 transforms.py:83(slp_vectorize)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
        1    0.000    0.000    0.000    0.000 commontypes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 interpreter.py:697(op_STORE_FAST)
       47    0.000    0.000    0.000    0.000 ir.py:1193(__init__)
        5    0.000    0.000    0.000    0.000 cgutils.py:429(if_likely)
       12    0.000    0.000    0.000    0.000 models.py:321(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:445(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:239(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
       16    0.000    0.000    0.000    0.000 functools.py:91(_gt_from_lt)
       23    0.000    0.000    0.000    0.000 enum.py:157(<dictcomp>)
        6    0.000    0.000    0.000    0.000 mathimpl.py:127(unary_math_intr)
       18    0.000    0.000    0.000    0.000 dual.py:50(register_func)
        7    0.000    0.000    0.000    0.000 unicode.py:1641(unicode_getitem)
        1    0.000    0.000    0.000    0.000 callwrapper.py:1(<module>)
       65    0.000    0.000    0.000    0.000 byteflow.py:49(__eq__)
        2    0.000    0.000    0.000    0.000 interpreter.py:1124(op_BINARY_TRUE_DIVIDE)
        2    0.000    0.000    0.000    0.000 controlflow.py:706(__eq__)
        4    0.000    0.000    0.000    0.000 containers.py:34(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enumimpl.py:3(<module>)
        7    0.000    0.000    0.000    0.000 dictobject.py:724(impl_getitem)
       17    0.000    0.000    0.000    0.000 parfor.py:3642(<setcomp>)
      115    0.000    0.000    0.000    0.000 byteflow.py:36(__init__)
       12    0.000    0.000    0.000    0.000 byteflow.py:1399(__init__)
        1    0.000    0.000    0.000    0.000 tracing.py:1(<module>)
       14    0.000    0.000    0.000    0.000 ir_print.py:59(match)
       12    0.000    0.000    0.000    0.000 controlflow.py:277(in_loops)
       17    0.000    0.000    0.000    0.000 imputils.py:325(<listcomp>)
        1    0.000    0.000    0.000    0.000 consts.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
    21/13    0.000    0.000    0.000    0.000 model.py:81(__hash__)
      108    0.000    0.000    0.000    0.000 bytecode.py:72(__init__)
        8    0.000    0.000    0.000    0.000 pythonapi.py:1298(get_null_object)
      140    0.000    0.000    0.000    0.000 lowering.py:588(<genexpr>)
        3    0.000    0.000    0.000    0.000 builder.py:964(phi)
       84    0.000    0.000    0.000    0.000 types.py:456(gep)
       10    0.000    0.000    0.000    0.000 transforms.py:71(loop_vectorize)
       73    0.000    0.000    0.000    0.000 types.py:289(__eq__)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 composer.py:2(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 intrinsics.py:3(<module>)
       94    0.000    0.000    0.000    0.000 npydecl.py:113(<genexpr>)
       82    0.000    0.000    0.000    0.000 typeinfer.py:138(append)
        7    0.000    0.000    0.000    0.000 templates.py:58(replace)
        6    0.000    0.000    0.000    0.000 iterators.py:22(__init__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
        1    0.000    0.000    0.000    0.000 core.py:2819(__new__)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
        4    0.000    0.000    0.000    0.000 typed_passes.py:551(_do_work_getattr)
       54    0.000    0.000    0.000    0.000 array_analysis.py:906(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:396(UnaryNot)
        8    0.000    0.000    0.000    0.000 itanium_mangler.py:96(repl)
       10    0.000    0.000    0.000    0.000 typing.py:634(<genexpr>)
        1    0.000    0.000    0.000    0.000 builder.py:122(wrap)
       11    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        1    0.000    0.000    0.000    0.000 serializer.py:2(<module>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        1    0.000    0.000    0.000    0.000 unicode_support.py:378(_PY_CTF)
        1    0.000    0.000    0.000    0.000 parallel.py:159(<listcomp>)
      132    0.000    0.000    0.000    0.000 typeinfer.py:1201(<genexpr>)
        1    0.000    0.000    0.000    0.000 builtins.py:301(<listcomp>)
    34/17    0.000    0.000    0.000    0.000 controlflow.py:631(_dfs_rec)
       21    0.000    0.000    0.000    0.000 removerefctpass.py:18(visit_Call)
        7    0.000    0.000    0.000    0.000 misc.py:158(__init__)
        2    0.000    0.000    0.000    0.000 builder.py:976(atomic_rmw)
        1    0.000    0.000    0.000    0.000 linker.py:1(<module>)
      320    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       78    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        7    0.000    0.000    0.000    0.000 charseq.py:329(charseq_getitem)
      108    0.000    0.000    0.000    0.000 bytecode.py:244(label_marker)
        1    0.000    0.000    0.000    0.000 base.py:175(BaseContext)
       12    0.000    0.000    0.000    0.000 interpreter.py:430(insert_block)
        2    0.000    0.000    0.000    0.000 interpreter.py:1369(op_LOAD_METHOD)
        7    0.000    0.000    0.000    0.000 lowering.py:1168(<listcomp>)
        2    0.000    0.000    0.000    0.000 cgutils.py:415(is_null)
        4    0.000    0.000    0.000    0.000 types.py:175(_to_string)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:1582(_setup_prefix)
        1    0.000    0.000    0.000    0.000 subprocess.py:1014(wait)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraymath.py:3872(_corr_conv_Mode)
        4    0.000    0.000    0.000    0.000 parallel.py:130(as_void_ptr)
       42    0.000    0.000    0.000    0.000 compiler_machinery.py:34(__init__)
        1    0.000    0.000    0.000    0.000 fastmathpass.py:1(<module>)
       74    0.000    0.000    0.000    0.000 base.py:1126(active_code_library)
        2    0.000    0.000    0.000    0.000 compiler.py:185(compile_result)
        1    0.000    0.000    0.000    0.000 functions.py:598(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1600(TextIO)
        1    0.000    0.000    0.000    0.000 options.py:1(<module>)
       76    0.000    0.000    0.000    0.000 targets.py:42(<genexpr>)
        4    0.000    0.000    0.000    0.000 pickle.py:738(save_str)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 listobject.py:78(ListStatus)
       88    0.000    0.000    0.000    0.000 compiler_machinery.py:134(get_required_set)
       88    0.000    0.000    0.000    0.000 compiler_machinery.py:358(resolve_requires)
        2    0.000    0.000    0.000    0.000 interpreter.py:724(op_LOAD_ATTR)
       44    0.000    0.000    0.000    0.000 dispatcher.py:173(__init__)
        1    0.000    0.000    0.000    0.000 npdatetime_helpers.py:5(<module>)
        5    0.000    0.000    0.000    0.000 module.py:122(<listcomp>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 subprocess.py:1621(_wait)
        4    0.000    0.000    0.000    0.000 pickle.py:374(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:3(<module>)
       39    0.000    0.000    0.000    0.000 sigutils.py:4(is_signature)
       73    0.000    0.000    0.000    0.000 array_analysis.py:441(<listcomp>)
        3    0.000    0.000    0.000    0.000 cgutils.py:405(terminate)
       44    0.000    0.000    0.000    0.000 module.py:222(__iter__)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
       47    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 dictobject.py:61(Status)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1048(ArrayAnalysis)
       49    0.000    0.000    0.000    0.000 parfor.py:3780(<setcomp>)
       48    0.000    0.000    0.000    0.000 typeinfer.py:550(__init__)
        4    0.000    0.000    0.000    0.000 builtins.py:98(generic)
        4    0.000    0.000    0.000    0.000 byteflow.py:277(op_LOAD_GLOBAL)
        1    0.000    0.000    0.000    0.000 static_binop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1193(__init__)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        8    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
       62    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 npyimpl.py:85(store_data)
        6    0.000    0.000    0.000    0.000 typeinfer.py:1364(<listcomp>)
        6    0.000    0.000    0.000    0.000 interpreter.py:1012(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:3230(_initialize)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
       44    0.000    0.000    0.000    0.000 pickle.py:225(write)
       29    0.000    0.000    0.000    0.000 weakref.py:476(popitem)
       14    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      177    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:23(parse_as_flags)
      219    0.000    0.000    0.000    0.000 array_analysis.py:446(<genexpr>)
        2    0.000    0.000    0.000    0.000 base.py:811(<listcomp>)
        5    0.000    0.000    0.000    0.000 compiler_lock.py:49(require_global_compiler_lock)
       65    0.000    0.000    0.000    0.000 analysis.py:536(rewrite_array_ndim)
        1    0.000    0.000    0.000    0.000 castgraph.py:6(Conversion)
        2    0.000    0.000    0.000    0.000 containers.py:203(<listcomp>)
        9    0.000    0.000    0.000    0.000 instructions.py:534(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
      168    0.000    0.000    0.000    0.000 ffi.py:91(__init__)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
       25    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       20    0.000    0.000    0.000    0.000 enumdecl.py:39(generic)
        7    0.000    0.000    0.000    0.000 parfor.py:3196(_lower_parfor_sequential_block)
        1    0.000    0.000    0.000    0.000 builtins.py:405(OrderedCmpOp)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:1(<module>)
       25    0.000    0.000    0.000    0.000 core.py:177(get_global_variable_named)
        1    0.000    0.000    0.000    0.000 imputils.py:296(RefType)
        1    0.000    0.000    0.000    0.000 manager.py:1(<module>)
        4    0.000    0.000    0.000    0.000 templates.py:933(do_class_init)
       33    0.000    0.000    0.000    0.000 module.py:132(get_global)
        5    0.000    0.000    0.000    0.000 module.py:117(name)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fd81acbbd40}
       73    0.000    0.000    0.000    0.000 array_analysis.py:451(<listcomp>)
        2    0.000    0.000    0.000    0.000 byteflow.py:725(op_POP_BLOCK)
        1    0.000    0.000    0.000    0.000 interpreter.py:84(Interpreter)
       55    0.000    0.000    0.000    0.000 ir_utils.py:1238(find_single_branch)
       51    0.000    0.000    0.000    0.000 ir.py:948(__init__)
      102    0.000    0.000    0.000    0.000 registry.py:5(register)
       44    0.000    0.000    0.000    0.000 functions.py:475(key)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 builder.py:1013(fence)
        1    0.000    0.000    0.000    0.000 initfini.py:40(initialize_native_asmprinter)
        9    0.000    0.000    0.000    0.000 pyparsing.py:693(_asStringList)
        1    0.000    0.000    0.000    0.000 shutil.py:1073(get_terminal_size)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
      174    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 c_ast.py:831(PtrDecl)
        1    0.000    0.000    0.000    0.000 options.py:3(<module>)
        1    0.000    0.000    0.000    0.000 setobj.py:108(_SetPayload)
       96    0.000    0.000    0.000    0.000 typeinfer.py:502(<listcomp>)
        2    0.000    0.000    0.000    0.000 byteflow.py:180(find_use_defs)
      260    0.000    0.000    0.000    0.000 interpreter.py:346(current_scope)
        2    0.000    0.000    0.000    0.000 interpreter.py:963(op_GET_ITER)
        3    0.000    0.000    0.000    0.000 ir_utils.py:134(get_np_ufunc_typ)
    22/20    0.000    0.000    0.000    0.000 typing.py:669(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:1586(BinaryIO)
        1    0.000    0.000    0.000    0.000 argparse.py:1082(_SubParsersAction)
      206    0.000    0.000    0.000    0.000 value.py:123(is_function)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
      100    0.000    0.000    0.000    0.000 enum.py:664(<lambda>)
        1    0.000    0.000    0.000    0.000 ccallback.py:32(CFunc)
        7    0.000    0.000    0.000    0.000 parfor.py:3266(_find_first_parfor)
        1    0.000    0.000    0.000    0.000 parfor.py:563(__repr__)
        4    0.000    0.000    0.000    0.000 controlflow.py:71(__ne__)
       17    0.000    0.000    0.000    0.000 ir.py:1200(copy)
        9    0.000    0.000    0.000    0.000 typing.py:535(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
       14    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 model.py:91(build_backend_type)
        1    0.000    0.000    0.000    0.000 caching.py:465(IndexDataCacheFile)
        2    0.000    0.000    0.000    0.000 parfor.py:3364(get_parfor_outputs)
       17    0.000    0.000    0.000    0.000 parfor.py:3970(get_parfor_pattern_vars)
        2    0.000    0.000    0.000    0.000 typeinfer.py:945(__init__)
        1    0.000    0.000    0.000    0.000 builtins.py:254(BinOpPower)
       72    0.000    0.000    0.000    0.000 base.py:1183(__init__)
       90    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
        5    0.000    0.000    0.000    0.000 requirements.py:59(<lambda>)
        1    0.000    0.000    0.000    0.000 tempfile.py:295(<listcomp>)
      165    0.000    0.000    0.000    0.000 ffi.py:195(__enter__)
        1    0.000    0.000    0.000    0.000 core.py:6457(__array_finalize__)
       78    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      164    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 npyimpl.py:392(<listcomp>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 blas.py:365(_memoize_get_funcs)
        1    0.000    0.000    0.000    0.000 entrypoints.py:1(<module>)
       75    0.000    0.000    0.000    0.000 codegen.py:676(target_data)
        1    0.000    0.000    0.000    0.000 codegen.py:774(_get_host_cpu_name)
       84    0.000    0.000    0.000    0.000 npydecl.py:298(typing_class)
       20    0.000    0.000    0.000    0.000 builtins.py:625(generic)
        2    0.000    0.000    0.000    0.000 byteflow.py:900(op_GET_ITER)
       13    0.000    0.000    0.000    0.000 interpreter.py:54(assign)
        5    0.000    0.000    0.000    0.000 scalars.py:46(cast_python_value)
       82    0.000    0.000    0.000    0.000 functions.py:650(key)
       82    0.000    0.000    0.000    0.000 containers.py:40(key)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
      113    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
        2    0.000    0.000    0.000    0.000 platform.py:1276(python_implementation)
       78    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
       82    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        6    0.000    0.000    0.000    0.000 npyimpl.py:403(cast)
        7    0.000    0.000    0.000    0.000 dictobject.py:1178(literalstrkeydict_impl_get)
        1    0.000    0.000    0.000    0.000 wrappers.py:332(_wrapper_function_type)
        1    0.000    0.000    0.000    0.000 builtins.py:268(BinOpPower)
       33    0.000    0.000    0.000    0.000 arrayobj.py:459(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:288(add_overload)
        4    0.000    0.000    0.000    0.000 controlflow.py:63(__eq__)
        3    0.000    0.000    0.000    0.000 imputils.py:233(wrapper)
      178    0.000    0.000    0.000    0.000 ir.py:792(get_targets)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
        2    0.000    0.000    0.000    0.000 instructions.py:712(__init__)
       94    0.000    0.000    0.000    0.000 context.py:21(_dispose)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        9    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
       36    0.000    0.000    0.000    0.000 posixpath.py:476(<listcomp>)
       57    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       12    0.000    0.000    0.000    0.000 npydecl.py:81(<listcomp>)
        4    0.000    0.000    0.000    0.000 builtins.py:799(typer)
        1    0.000    0.000    0.000    0.000 builtins.py:52(Slice)
        2    0.000    0.000    0.000    0.000 bytecode.py:215(_compute_lineno)
        1    0.000    0.000    0.000    0.000 arrayobj.py:133(store_item)
       96    0.000    0.000    0.000    0.000 numpy_support.py:370(<listcomp>)
       73    0.000    0.000    0.000    0.000 models.py:332(has_nrt_meminfo)
       44    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.get_pointer}
        6    0.000    0.000    0.000    0.000 builder.py:33(wrap)
       90    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
       36    0.000    0.000    0.000    0.000 __init__.py:2551(is_version_line)
        8    0.000    0.000    0.000    0.000 random.py:256(choice)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
       26    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        9    0.000    0.000    0.000    0.000 typeinfer.py:1462(typeof_arg)
        2    0.000    0.000    0.000    0.000 parfor.py:521(__init__)
        5    0.000    0.000    0.000    0.000 compiler_lock.py:22(is_locked)
       42    0.000    0.000    0.000    0.000 imputils.py:102(decorate)
        2    0.000    0.000    0.000    0.000 typing.py:1180(__class_getitem__)
        1    0.000    0.000    0.000    0.000 cProfile.py:5(<module>)
        3    0.000    0.000    0.000    0.000 instructions.py:529(__init__)
       32    0.000    0.000    0.000    0.000 instructions.py:191(return_value)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
      108    0.000    0.000    0.000    0.000 dis.py:406(_unpack_opargs)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
